sentenceDate,Column,type
2014-09-11,9,freq_sentence
2014-09-12,4,freq_sentence
2014-09-15,12,freq_sentence
2014-09-16,5,freq_sentence
2014-09-17,16,freq_sentence
2014-09-18,8,freq_sentence
2014-09-19,9,freq_sentence
2014-09-22,9,freq_sentence
2014-09-23,7,freq_sentence
2014-09-24,10,freq_sentence
2014-09-25,8,freq_sentence
2014-09-26,12,freq_sentence
2014-09-29,9,freq_sentence
2014-09-30,11,freq_sentence
2014-10-01,14,freq_sentence
2014-10-02,12,freq_sentence
2014-10-03,4,freq_sentence
2014-10-06,17,freq_sentence
2014-10-07,9,freq_sentence
2014-10-08,4,freq_sentence
2014-10-09,10,freq_sentence
2014-10-10,6,freq_sentence
2014-10-13,16,freq_sentence
2014-10-14,9,freq_sentence
2014-10-15,14,freq_sentence
2014-10-16,11,freq_sentence
2014-10-17,10,freq_sentence
2014-10-20,11,freq_sentence
2014-10-21,7,freq_sentence
2014-10-22,9,freq_sentence
2014-10-23,12,freq_sentence
2014-10-24,8,freq_sentence
2014-10-27,10,freq_sentence
2014-10-28,9,freq_sentence
2014-10-29,6,freq_sentence
2014-10-30,7,freq_sentence
2014-10-31,6,freq_sentence
2014-11-03,8,freq_sentence
2014-11-04,4,freq_sentence
2014-11-05,17,freq_sentence
2014-11-06,9,freq_sentence
2014-11-07,4,freq_sentence
2014-11-10,4,freq_sentence
2014-11-11,3,freq_sentence
2014-11-12,8,freq_sentence
2014-11-13,9,freq_sentence
2014-11-14,8,freq_sentence
2014-11-17,5,freq_sentence
2014-11-18,10,freq_sentence
2014-11-19,5,freq_sentence
2014-11-20,9,freq_sentence
2014-11-21,5,freq_sentence
2014-11-24,7,freq_sentence
2014-11-25,3,freq_sentence
2014-11-26,6,freq_sentence
2014-11-27,6,freq_sentence
2014-11-28,4,freq_sentence
2014-12-01,4,freq_sentence
2014-12-02,6,freq_sentence
2014-12-03,5,freq_sentence
2014-12-04,5,freq_sentence
2014-12-05,4,freq_sentence
2014-12-08,3,freq_sentence
2014-12-09,6,freq_sentence
2014-12-10,6,freq_sentence
2014-12-11,2,freq_sentence
2014-12-12,5,freq_sentence
2014-12-15,2,freq_sentence
2014-12-16,8,freq_sentence
2014-12-17,8,freq_sentence
2014-12-18,9,freq_sentence
2014-12-19,2,freq_sentence
2014-12-22,6,freq_sentence
2014-12-23,5,freq_sentence
2014-12-24,10,freq_sentence
2014-12-25,7,freq_sentence
2014-12-26,10,freq_sentence
2014-12-27,1,freq_sentence
2014-12-29,6,freq_sentence
2014-12-30,6,freq_sentence
2014-12-31,1,freq_sentence
2015-01-05,1,freq_sentence
2015-01-06,5,freq_sentence
2015-01-08,1,freq_sentence
2015-01-12,1,freq_sentence
2015-01-13,5,freq_sentence
2015-01-14,13,freq_sentence
2015-01-15,4,freq_sentence
2015-01-16,9,freq_sentence
2015-01-17,1,freq_sentence
2015-01-19,3,freq_sentence
2015-01-20,4,freq_sentence
2015-01-21,8,freq_sentence
2015-01-22,11,freq_sentence
2015-01-23,10,freq_sentence
2015-01-26,9,freq_sentence
2015-01-27,13,freq_sentence
2015-01-28,10,freq_sentence
2015-01-29,11,freq_sentence
2015-01-30,6,freq_sentence
2015-01-31,6,freq_sentence
2015-02-02,9,freq_sentence
2015-02-03,11,freq_sentence
2015-02-04,10,freq_sentence
2015-02-05,9,freq_sentence
2015-02-06,13,freq_sentence
2015-02-09,17,freq_sentence
2015-02-10,17,freq_sentence
2015-02-11,20,freq_sentence
2015-02-12,11,freq_sentence
2015-02-13,17,freq_sentence
2015-02-14,2,freq_sentence
2015-02-15,1,freq_sentence
2015-02-16,9,freq_sentence
2015-02-17,11,freq_sentence
2015-02-18,15,freq_sentence
2015-02-19,10,freq_sentence
2015-02-20,15,freq_sentence
2015-02-21,1,freq_sentence
2015-02-23,15,freq_sentence
2015-02-24,16,freq_sentence
2015-02-25,18,freq_sentence
2015-02-26,19,freq_sentence
2015-02-27,17,freq_sentence
2015-03-02,12,freq_sentence
2015-03-03,22,freq_sentence
2015-03-04,14,freq_sentence
2015-03-05,14,freq_sentence
2015-03-06,11,freq_sentence
2015-03-10,14,freq_sentence
2015-03-11,21,freq_sentence
2015-03-12,19,freq_sentence
2015-03-13,11,freq_sentence
2015-03-16,14,freq_sentence
2015-03-17,21,freq_sentence
2015-03-18,22,freq_sentence
2015-03-19,18,freq_sentence
2015-03-20,23,freq_sentence
2015-03-23,19,freq_sentence
2015-03-24,14,freq_sentence
2015-03-25,19,freq_sentence
2015-03-26,23,freq_sentence
2015-03-27,18,freq_sentence
2015-03-30,17,freq_sentence
2015-03-31,33,freq_sentence
2015-04-01,15,freq_sentence
2015-04-02,17,freq_sentence
2015-04-03,18,freq_sentence
2015-04-06,16,freq_sentence
2015-04-07,17,freq_sentence
2015-04-08,17,freq_sentence
2015-04-09,16,freq_sentence
2015-04-10,13,freq_sentence
2015-04-11,1,freq_sentence
2015-04-14,12,freq_sentence
2015-04-15,27,freq_sentence
2015-04-16,10,freq_sentence
2015-04-17,9,freq_sentence
2015-04-20,11,freq_sentence
2015-04-21,22,freq_sentence
2015-04-22,14,freq_sentence
2015-04-23,17,freq_sentence
2015-04-24,26,freq_sentence
2015-04-27,14,freq_sentence
2015-04-28,18,freq_sentence
2015-04-29,27,freq_sentence
2015-04-30,10,freq_sentence
2015-05-05,24,freq_sentence
2015-05-06,17,freq_sentence
2015-05-07,9,freq_sentence
2015-05-08,12,freq_sentence
2015-05-12,10,freq_sentence
2015-05-13,35,freq_sentence
2015-05-14,15,freq_sentence
2015-05-15,18,freq_sentence
2015-05-18,11,freq_sentence
2015-05-19,8,freq_sentence
2015-05-20,9,freq_sentence
2015-05-21,11,freq_sentence
2015-05-22,8,freq_sentence
2015-05-23,1,freq_sentence
2015-05-25,8,freq_sentence
2015-05-26,12,freq_sentence
2015-05-27,7,freq_sentence
2015-05-28,9,freq_sentence
2015-05-29,11,freq_sentence
2015-06-02,8,freq_sentence
2015-06-03,13,freq_sentence
2015-06-04,18,freq_sentence
2015-06-05,9,freq_sentence
2015-06-08,17,freq_sentence
2015-06-09,14,freq_sentence
2015-06-10,8,freq_sentence
2015-06-11,16,freq_sentence
2015-06-12,9,freq_sentence
2015-06-15,14,freq_sentence
2015-06-16,18,freq_sentence
2015-06-17,8,freq_sentence
2015-06-18,10,freq_sentence
2015-06-19,16,freq_sentence
2015-06-22,10,freq_sentence
2015-06-23,18,freq_sentence
2015-06-24,20,freq_sentence
2015-06-25,21,freq_sentence
2015-06-26,30,freq_sentence
2015-06-30,25,freq_sentence
2015-07-01,10,freq_sentence
2015-07-02,14,freq_sentence
2015-07-03,14,freq_sentence
2015-07-06,12,freq_sentence
2015-07-07,12,freq_sentence
2015-07-08,9,freq_sentence
2015-07-09,11,freq_sentence
2015-07-10,11,freq_sentence
2015-07-13,8,freq_sentence
2015-07-14,14,freq_sentence
2015-07-15,9,freq_sentence
2015-07-16,9,freq_sentence
2015-07-17,10,freq_sentence
2015-07-20,6,freq_sentence
2015-07-21,10,freq_sentence
2015-07-22,8,freq_sentence
2015-07-23,11,freq_sentence
2015-07-24,9,freq_sentence
2015-07-27,6,freq_sentence
2015-07-28,16,freq_sentence
2015-07-29,16,freq_sentence
2015-07-30,5,freq_sentence
2015-07-31,6,freq_sentence
2015-08-03,13,freq_sentence
2015-08-04,8,freq_sentence
2015-08-05,8,freq_sentence
2015-08-06,12,freq_sentence
2015-08-07,5,freq_sentence
2015-08-10,10,freq_sentence
2015-08-11,6,freq_sentence
2015-08-12,7,freq_sentence
2015-08-13,7,freq_sentence
2015-08-14,3,freq_sentence
2015-08-17,10,freq_sentence
2015-08-18,11,freq_sentence
2015-08-19,10,freq_sentence
2015-08-20,3,freq_sentence
2015-08-21,9,freq_sentence
2015-08-25,15,freq_sentence
2015-08-26,4,freq_sentence
2015-08-27,6,freq_sentence
2015-08-28,5,freq_sentence
2015-08-31,6,freq_sentence
2015-09-01,4,freq_sentence
2015-09-02,1,freq_sentence
2015-09-03,2,freq_sentence
2015-09-04,7,freq_sentence
2015-09-06,1,freq_sentence
2015-09-07,8,freq_sentence
2015-09-08,9,freq_sentence
2015-09-09,11,freq_sentence
2015-09-10,4,freq_sentence
2015-09-11,8,freq_sentence
2015-09-12,1,freq_sentence
2015-09-14,13,freq_sentence
2015-09-15,7,freq_sentence
2015-09-16,4,freq_sentence
2015-09-17,10,freq_sentence
2015-09-18,6,freq_sentence
2015-09-21,8,freq_sentence
2015-09-22,4,freq_sentence
2015-09-23,6,freq_sentence
2015-09-24,12,freq_sentence
2015-09-25,9,freq_sentence
2015-09-26,1,freq_sentence
2015-09-29,11,freq_sentence
2015-09-30,11,freq_sentence
2015-10-01,5,freq_sentence
2015-10-02,8,freq_sentence
2015-10-05,5,freq_sentence
2015-10-06,10,freq_sentence
2015-10-07,10,freq_sentence
2015-10-08,6,freq_sentence
2015-10-09,6,freq_sentence
2015-10-12,11,freq_sentence
2015-10-13,9,freq_sentence
2015-10-15,11,freq_sentence
2015-10-16,6,freq_sentence
2015-10-19,10,freq_sentence
2015-10-20,4,freq_sentence
2015-10-21,9,freq_sentence
2015-10-22,8,freq_sentence
2015-10-23,5,freq_sentence
2015-10-26,8,freq_sentence
2015-10-27,7,freq_sentence
2015-10-29,10,freq_sentence
2015-10-30,9,freq_sentence
2015-11-02,4,freq_sentence
2015-11-03,11,freq_sentence
2015-11-04,6,freq_sentence
2015-11-05,11,freq_sentence
2015-11-06,5,freq_sentence
2015-11-09,5,freq_sentence
2015-11-10,11,freq_sentence
2015-11-11,3,freq_sentence
2015-11-12,5,freq_sentence
2015-11-13,4,freq_sentence
2015-11-15,1,freq_sentence
2015-11-16,5,freq_sentence
2015-11-17,6,freq_sentence
2015-11-18,6,freq_sentence
2015-11-19,8,freq_sentence
2015-11-20,3,freq_sentence
2015-11-23,2,freq_sentence
2015-11-24,2,freq_sentence
2015-11-25,6,freq_sentence
2015-11-26,6,freq_sentence
2015-11-27,9,freq_sentence
2015-11-30,6,freq_sentence
2015-12-01,5,freq_sentence
2015-12-02,1,freq_sentence
2015-12-03,4,freq_sentence
2015-12-04,4,freq_sentence
2015-12-07,8,freq_sentence
2015-12-09,5,freq_sentence
2015-12-10,5,freq_sentence
2015-12-11,9,freq_sentence
2015-12-14,5,freq_sentence
2015-12-15,1,freq_sentence
2015-12-16,4,freq_sentence
2015-12-17,7,freq_sentence
2015-12-18,4,freq_sentence
2015-12-21,4,freq_sentence
2015-12-22,7,freq_sentence
2015-12-23,3,freq_sentence
2015-12-24,4,freq_sentence
2015-12-25,6,freq_sentence
2015-12-28,6,freq_sentence
2015-12-29,6,freq_sentence
2015-12-30,2,freq_sentence
2015-12-31,1,freq_sentence
2016-01-05,1,freq_sentence
2016-01-11,2,freq_sentence
2016-01-12,3,freq_sentence
2016-01-13,3,freq_sentence
2016-01-14,4,freq_sentence
2016-01-15,2,freq_sentence
2016-01-16,4,freq_sentence
2016-01-18,3,freq_sentence
2016-01-19,1,freq_sentence
2016-01-20,7,freq_sentence
2016-01-21,9,freq_sentence
2016-01-22,3,freq_sentence
2016-01-25,11,freq_sentence
2016-01-26,6,freq_sentence
2016-01-27,11,freq_sentence
2016-01-28,14,freq_sentence
2016-01-29,5,freq_sentence
2016-02-01,8,freq_sentence
2016-02-02,8,freq_sentence
2016-02-03,6,freq_sentence
2016-02-04,8,freq_sentence
2016-02-05,3,freq_sentence
2016-02-08,10,freq_sentence
2016-02-09,10,freq_sentence
2016-02-10,8,freq_sentence
2016-02-11,11,freq_sentence
2016-02-12,12,freq_sentence
2016-02-13,1,freq_sentence
2016-02-15,14,freq_sentence
2016-02-16,9,freq_sentence
2016-02-17,11,freq_sentence
2016-02-18,16,freq_sentence
2016-02-19,13,freq_sentence
2016-02-22,14,freq_sentence
2016-02-23,13,freq_sentence
2016-02-24,13,freq_sentence
2016-02-25,11,freq_sentence
2016-02-26,8,freq_sentence
2016-02-29,15,freq_sentence
2016-03-01,13,freq_sentence
2016-03-02,7,freq_sentence
2016-03-03,17,freq_sentence
2016-03-04,12,freq_sentence
2016-03-05,1,freq_sentence
2016-03-09,12,freq_sentence
2016-03-10,9,freq_sentence
2016-03-11,11,freq_sentence
2016-03-12,4,freq_sentence
2016-03-14,12,freq_sentence
2016-03-15,9,freq_sentence
2016-03-16,10,freq_sentence
2016-03-17,13,freq_sentence
2016-03-18,11,freq_sentence
2016-03-19,1,freq_sentence
2016-03-21,10,freq_sentence
2016-03-22,15,freq_sentence
2016-03-23,11,freq_sentence
2016-03-24,23,freq_sentence
2016-03-25,8,freq_sentence
2016-03-26,3,freq_sentence
2016-03-28,13,freq_sentence
2016-03-29,7,freq_sentence
2016-03-30,14,freq_sentence
2016-03-31,19,freq_sentence
2016-04-01,13,freq_sentence
2016-04-04,12,freq_sentence
2016-04-05,10,freq_sentence
2016-04-06,14,freq_sentence
2016-04-07,10,freq_sentence
2016-04-08,12,freq_sentence
2016-04-11,13,freq_sentence
2016-04-12,9,freq_sentence
2016-04-13,7,freq_sentence
2016-04-14,9,freq_sentence
2016-04-15,14,freq_sentence
2016-04-18,28,freq_sentence
2016-04-19,10,freq_sentence
2016-04-20,4,freq_sentence
2016-04-21,10,freq_sentence
2016-04-22,7,freq_sentence
2016-04-25,10,freq_sentence
2016-04-26,8,freq_sentence
2016-04-27,4,freq_sentence
2016-04-28,8,freq_sentence
2016-04-29,9,freq_sentence
2016-05-04,12,freq_sentence
2016-05-05,13,freq_sentence
2016-05-06,13,freq_sentence
2016-05-10,11,freq_sentence
2016-05-11,14,freq_sentence
2016-05-12,10,freq_sentence
2016-05-13,10,freq_sentence
2016-05-16,10,freq_sentence
2016-05-17,11,freq_sentence
2016-05-18,11,freq_sentence
2016-05-19,10,freq_sentence
2016-05-20,5,freq_sentence
2016-05-23,12,freq_sentence
2016-05-24,9,freq_sentence
2016-05-25,16,freq_sentence
2016-05-26,17,freq_sentence
2016-05-27,1,freq_sentence
2016-05-30,6,freq_sentence
2016-05-31,5,freq_sentence
2016-06-01,15,freq_sentence
2016-06-02,13,freq_sentence
2016-06-03,14,freq_sentence
2016-06-06,11,freq_sentence
2016-06-07,14,freq_sentence
2016-06-08,17,freq_sentence
2016-06-09,11,freq_sentence
2016-06-10,12,freq_sentence
2016-06-13,10,freq_sentence
2016-06-14,10,freq_sentence
2016-06-15,11,freq_sentence
2016-06-16,18,freq_sentence
2016-06-17,12,freq_sentence
2016-06-21,13,freq_sentence
2016-06-22,4,freq_sentence
2016-06-23,11,freq_sentence
2016-06-24,20,freq_sentence
2016-06-25,2,freq_sentence
2016-06-26,1,freq_sentence
2016-06-27,1,freq_sentence
2016-06-29,13,freq_sentence
2016-06-30,19,freq_sentence
2016-07-01,10,freq_sentence
2016-07-02,1,freq_sentence
2016-07-04,8,freq_sentence
2016-07-05,12,freq_sentence
2016-07-06,12,freq_sentence
2016-07-07,16,freq_sentence
2016-07-08,14,freq_sentence
2016-07-11,13,freq_sentence
2016-07-12,16,freq_sentence
2016-07-13,9,freq_sentence
2016-07-14,7,freq_sentence
2016-07-15,14,freq_sentence
2016-07-18,8,freq_sentence
2016-07-19,8,freq_sentence
2016-07-20,8,freq_sentence
2016-07-21,8,freq_sentence
2016-07-22,2,freq_sentence
2016-07-25,9,freq_sentence
2016-07-26,8,freq_sentence
2016-07-27,13,freq_sentence
2016-07-28,9,freq_sentence
2016-07-29,5,freq_sentence
2016-08-01,12,freq_sentence
2016-08-02,5,freq_sentence
2016-08-03,11,freq_sentence
2016-08-04,6,freq_sentence
2016-08-05,7,freq_sentence
2016-08-08,7,freq_sentence
2016-08-09,8,freq_sentence
2016-08-10,9,freq_sentence
2016-08-11,15,freq_sentence
2016-08-12,5,freq_sentence
2016-08-15,10,freq_sentence
2016-08-16,4,freq_sentence
2016-08-17,9,freq_sentence
2016-08-18,5,freq_sentence
2016-08-19,11,freq_sentence
2016-08-22,4,freq_sentence
2016-08-23,4,freq_sentence
2016-08-25,7,freq_sentence
2016-08-26,2,freq_sentence
2016-08-29,7,freq_sentence
2016-08-30,3,freq_sentence
2016-08-31,4,freq_sentence
2016-09-01,5,freq_sentence
2016-09-02,7,freq_sentence
2016-09-05,10,freq_sentence
2016-09-06,4,freq_sentence
2016-09-07,6,freq_sentence
2016-09-08,3,freq_sentence
2016-09-09,3,freq_sentence
2016-09-12,7,freq_sentence
2016-09-13,3,freq_sentence
2016-09-14,11,freq_sentence
2016-09-15,7,freq_sentence
2016-09-16,2,freq_sentence
2016-09-19,4,freq_sentence
2016-09-20,5,freq_sentence
2016-09-21,3,freq_sentence
2016-09-22,4,freq_sentence
2016-09-23,1,freq_sentence
2016-09-26,2,freq_sentence
2016-09-27,6,freq_sentence
2016-09-28,4,freq_sentence
2016-09-29,5,freq_sentence
2016-09-30,2,freq_sentence
2016-10-02,1,freq_sentence
2016-10-03,10,freq_sentence
2016-10-04,4,freq_sentence
2016-10-05,4,freq_sentence
2016-10-06,11,freq_sentence
2016-10-07,5,freq_sentence
2016-10-10,4,freq_sentence
2016-10-11,7,freq_sentence
2016-10-12,10,freq_sentence
2016-10-13,5,freq_sentence
2016-10-17,4,freq_sentence
2016-10-18,5,freq_sentence
2016-10-19,4,freq_sentence
2016-10-20,3,freq_sentence
2016-10-21,2,freq_sentence
2016-10-22,1,freq_sentence
2016-10-24,7,freq_sentence
2016-10-25,2,freq_sentence
2016-10-26,6,freq_sentence
2016-10-27,4,freq_sentence
2016-10-28,3,freq_sentence
2016-10-31,6,freq_sentence
2016-11-01,8,freq_sentence
2016-11-02,8,freq_sentence
2016-11-03,5,freq_sentence
2016-11-04,1,freq_sentence
2016-11-07,5,freq_sentence
2016-11-08,6,freq_sentence
2016-11-09,7,freq_sentence
2016-11-10,6,freq_sentence
2016-11-11,4,freq_sentence
2016-11-14,2,freq_sentence
2016-11-15,5,freq_sentence
2016-11-16,5,freq_sentence
2016-11-17,3,freq_sentence
2016-11-18,3,freq_sentence
2016-11-21,7,freq_sentence
2016-11-22,3,freq_sentence
2016-11-23,5,freq_sentence
2016-11-24,6,freq_sentence
2016-11-25,4,freq_sentence
2016-11-28,3,freq_sentence
2016-11-29,8,freq_sentence
2016-11-30,2,freq_sentence
2016-12-01,6,freq_sentence
2016-12-02,3,freq_sentence
2016-12-05,4,freq_sentence
2016-12-06,2,freq_sentence
2016-12-07,5,freq_sentence
2016-12-08,4,freq_sentence
2016-12-09,4,freq_sentence
2016-12-12,3,freq_sentence
2016-12-13,5,freq_sentence
2016-12-14,4,freq_sentence
2016-12-15,4,freq_sentence
2016-12-16,6,freq_sentence
2016-12-19,1,freq_sentence
2016-12-20,4,freq_sentence
2016-12-21,3,freq_sentence
2016-12-22,8,freq_sentence
2016-12-23,4,freq_sentence
2016-12-26,4,freq_sentence
2016-12-27,9,freq_sentence
2016-12-28,5,freq_sentence
2016-12-29,1,freq_sentence
2016-12-30,1,freq_sentence
2017-01-04,4,freq_sentence
2017-01-05,3,freq_sentence
2017-01-06,1,freq_sentence
2017-01-10,4,freq_sentence
2017-01-11,1,freq_sentence
2017-01-12,2,freq_sentence
2017-01-13,6,freq_sentence
2017-01-16,4,freq_sentence
2017-01-17,6,freq_sentence
2017-01-18,4,freq_sentence
2017-01-19,3,freq_sentence
2017-01-20,4,freq_sentence
2017-01-22,1,freq_sentence
2017-01-23,8,freq_sentence
2017-01-24,4,freq_sentence
2017-01-25,7,freq_sentence
2017-01-26,5,freq_sentence
2017-01-27,6,freq_sentence
2017-01-30,2,freq_sentence
2017-01-31,6,freq_sentence
2017-02-01,9,freq_sentence
2017-02-02,5,freq_sentence
2017-02-03,3,freq_sentence
2017-02-06,5,freq_sentence
2017-02-07,12,freq_sentence
2017-02-08,7,freq_sentence
2017-02-09,9,freq_sentence
2017-02-10,6,freq_sentence
2017-02-13,8,freq_sentence
2017-02-14,11,freq_sentence
2017-02-15,3,freq_sentence
2017-02-16,5,freq_sentence
2017-02-17,4,freq_sentence
2017-02-18,1,freq_sentence
2017-02-20,11,freq_sentence
2017-02-21,4,freq_sentence
2017-02-22,5,freq_sentence
2017-02-23,5,freq_sentence
2017-02-24,9,freq_sentence
2017-02-27,2,freq_sentence
2017-02-28,6,freq_sentence
2017-03-01,7,freq_sentence
2017-03-02,7,freq_sentence
2017-03-03,11,freq_sentence
2017-03-06,10,freq_sentence
2017-03-07,3,freq_sentence
2017-03-09,12,freq_sentence
2017-03-10,8,freq_sentence
2017-03-13,14,freq_sentence
2017-03-14,5,freq_sentence
2017-03-15,8,freq_sentence
2017-03-16,12,freq_sentence
2017-03-17,6,freq_sentence
2017-03-20,7,freq_sentence
2017-03-21,5,freq_sentence
2017-03-22,8,freq_sentence
2017-03-23,10,freq_sentence
2017-03-24,10,freq_sentence
2017-03-27,8,freq_sentence
2017-03-28,5,freq_sentence
2017-03-29,8,freq_sentence
2017-03-30,4,freq_sentence
2017-03-31,4,freq_sentence
2017-04-03,7,freq_sentence
2017-04-04,5,freq_sentence
2017-04-05,9,freq_sentence
2017-04-06,5,freq_sentence
2017-04-07,9,freq_sentence
2017-04-10,14,freq_sentence
2017-04-11,10,freq_sentence
2017-04-12,8,freq_sentence
2017-04-13,9,freq_sentence
2017-04-14,9,freq_sentence
2017-04-18,4,freq_sentence
2017-04-19,6,freq_sentence
2017-04-20,5,freq_sentence
2017-04-21,11,freq_sentence
2017-04-24,8,freq_sentence
2017-04-25,8,freq_sentence
2017-04-26,8,freq_sentence
2017-04-27,7,freq_sentence
2017-04-28,15,freq_sentence
2017-05-03,11,freq_sentence
2017-05-04,8,freq_sentence
2017-05-05,7,freq_sentence
2017-05-10,16,freq_sentence
2017-05-11,8,freq_sentence
2017-05-12,6,freq_sentence
2017-05-13,7,freq_sentence
2017-05-15,11,freq_sentence
2017-05-16,7,freq_sentence
2017-05-17,8,freq_sentence
2017-05-18,4,freq_sentence
2017-05-19,9,freq_sentence
2017-05-22,9,freq_sentence
2017-05-23,5,freq_sentence
2017-05-24,10,freq_sentence
2017-05-25,8,freq_sentence
2017-05-26,7,freq_sentence
2017-05-29,9,freq_sentence
2017-05-30,7,freq_sentence
2017-05-31,9,freq_sentence
2017-06-01,13,freq_sentence
2017-06-02,9,freq_sentence
2017-06-06,8,freq_sentence
2017-06-07,8,freq_sentence
2017-06-08,12,freq_sentence
2017-06-09,10,freq_sentence
2017-06-12,7,freq_sentence
2017-06-13,6,freq_sentence
2017-06-14,7,freq_sentence
2017-06-15,12,freq_sentence
2017-06-16,5,freq_sentence
2017-06-19,8,freq_sentence
2017-06-20,7,freq_sentence
2017-06-21,8,freq_sentence
2017-06-22,4,freq_sentence
2017-06-23,9,freq_sentence
2017-06-26,13,freq_sentence
2017-06-27,5,freq_sentence
2017-06-29,14,freq_sentence
2017-06-30,8,freq_sentence
2017-07-03,11,freq_sentence
2017-07-04,19,freq_sentence
2017-07-05,14,freq_sentence
2017-07-06,15,freq_sentence
2017-07-07,8,freq_sentence
2017-07-10,10,freq_sentence
2017-07-11,13,freq_sentence
2017-07-12,15,freq_sentence
2017-07-13,11,freq_sentence
2017-07-14,8,freq_sentence
2017-07-15,1,freq_sentence
2017-07-17,18,freq_sentence
2017-07-18,11,freq_sentence
2017-07-19,7,freq_sentence
2017-07-20,17,freq_sentence
2017-07-21,11,freq_sentence
2017-07-24,8,freq_sentence
2017-07-25,9,freq_sentence
2017-07-26,13,freq_sentence
2017-07-27,17,freq_sentence
2017-07-28,19,freq_sentence
2017-07-31,20,freq_sentence
2017-08-01,18,freq_sentence
2017-08-02,8,freq_sentence
2017-08-03,10,freq_sentence
2017-08-04,11,freq_sentence
2017-08-07,8,freq_sentence
2017-08-08,16,freq_sentence
2017-08-09,11,freq_sentence
2017-08-10,14,freq_sentence
2017-08-11,13,freq_sentence
2017-08-14,12,freq_sentence
2017-08-15,14,freq_sentence
2017-08-16,19,freq_sentence
2017-08-17,16,freq_sentence
2017-08-18,5,freq_sentence
2017-08-19,1,freq_sentence
2017-08-20,1,freq_sentence
2017-08-21,10,freq_sentence
2017-08-22,12,freq_sentence
2017-08-23,7,freq_sentence
2017-08-28,20,freq_sentence
2017-08-29,16,freq_sentence
2017-08-30,21,freq_sentence
2017-08-31,10,freq_sentence
2017-09-01,7,freq_sentence
2017-09-04,9,freq_sentence
2017-09-05,14,freq_sentence
2017-09-06,15,freq_sentence
2017-09-07,11,freq_sentence
2017-09-08,14,freq_sentence
2017-09-11,10,freq_sentence
2017-09-12,19,freq_sentence
2017-09-13,13,freq_sentence
2017-09-14,19,freq_sentence
2017-09-15,8,freq_sentence
2017-09-18,9,freq_sentence
2017-09-19,24,freq_sentence
2017-09-20,16,freq_sentence
2017-09-21,18,freq_sentence
2017-09-22,14,freq_sentence
2017-09-25,14,freq_sentence
2017-09-26,18,freq_sentence
2017-09-27,9,freq_sentence
2017-09-28,12,freq_sentence
2017-09-29,12,freq_sentence
2017-10-02,15,freq_sentence
2017-10-03,22,freq_sentence
2017-10-04,13,freq_sentence
2017-10-05,14,freq_sentence
2017-10-06,21,freq_sentence
2017-10-09,18,freq_sentence
2017-10-10,14,freq_sentence
2017-10-11,21,freq_sentence
2017-10-12,19,freq_sentence
2017-10-13,12,freq_sentence
2017-10-17,11,freq_sentence
2017-10-18,23,freq_sentence
2017-10-19,19,freq_sentence
2017-10-20,19,freq_sentence
2017-10-23,12,freq_sentence
2017-10-24,17,freq_sentence
2017-10-25,5,freq_sentence
2017-10-26,8,freq_sentence
2017-10-27,16,freq_sentence
2017-10-30,13,freq_sentence
2017-10-31,17,freq_sentence
2017-11-01,10,freq_sentence
2017-11-02,15,freq_sentence
2017-11-03,12,freq_sentence
2017-11-05,1,freq_sentence
2017-11-06,17,freq_sentence
2017-11-07,12,freq_sentence
2017-11-08,9,freq_sentence
2017-11-09,16,freq_sentence
2017-11-10,13,freq_sentence
2017-11-13,4,freq_sentence
2017-11-14,12,freq_sentence
2017-11-15,14,freq_sentence
2017-11-16,11,freq_sentence
2017-11-17,15,freq_sentence
2017-11-18,1,freq_sentence
2017-11-20,17,freq_sentence
2017-11-21,6,freq_sentence
2017-11-22,17,freq_sentence
2017-11-23,8,freq_sentence
2017-11-24,18,freq_sentence
2017-11-27,13,freq_sentence
2017-11-28,11,freq_sentence
2017-11-29,9,freq_sentence
2017-11-30,15,freq_sentence
2017-12-01,5,freq_sentence
2017-12-04,11,freq_sentence
2017-12-05,13,freq_sentence
2017-12-06,11,freq_sentence
2017-12-07,14,freq_sentence
2017-12-08,8,freq_sentence
2017-12-11,24,freq_sentence
2017-12-12,9,freq_sentence
2017-12-13,8,freq_sentence
2017-12-14,19,freq_sentence
2017-12-15,5,freq_sentence
2017-12-18,11,freq_sentence
2017-12-19,10,freq_sentence
2017-12-20,10,freq_sentence
2017-12-21,11,freq_sentence
2017-12-22,7,freq_sentence
2017-12-26,14,freq_sentence
2017-12-27,7,freq_sentence
2017-12-28,9,freq_sentence
2017-12-29,5,freq_sentence
2018-01-02,2,freq_sentence
2018-01-03,4,freq_sentence
2018-01-04,11,freq_sentence
2018-01-05,5,freq_sentence
2018-01-07,1,freq_sentence
2018-01-09,11,freq_sentence
2018-01-10,10,freq_sentence
2018-01-11,7,freq_sentence
2018-01-12,9,freq_sentence
2018-01-15,24,freq_sentence
2018-01-16,16,freq_sentence
2018-01-17,13,freq_sentence
2018-01-18,11,freq_sentence
2018-01-19,11,freq_sentence
2018-01-22,20,freq_sentence
2018-01-23,13,freq_sentence
2018-01-24,13,freq_sentence
2018-01-25,16,freq_sentence
2018-01-26,20,freq_sentence
2018-01-29,17,freq_sentence
2018-01-30,18,freq_sentence
2018-01-31,14,freq_sentence
2018-02-01,8,freq_sentence
2018-02-02,19,freq_sentence
2018-02-05,17,freq_sentence
2018-02-06,15,freq_sentence
